Analysis id 1020	Biotype 1020	Stable id 1023
2	processed_transcript	OTTHUMG00000035254
2	protein_coding	OTTHUMG00000035252
2	processed_pseudogene	OTTHUMG00000035255
2	protein_coding	OTTHUMG00000035259
2	processed_transcript	OTTHUMG00000035261
2	protein_coding	OTTHUMG00000035262
2	processed_transcript	OTTHUMG00000035263
2	processed_transcript	OTTHUMG00000035264
2	protein_coding	OTTHUMG00000035265
2	protein_coding	OTTHUMG00000035257
2	processed_transcript	OTTHUMG00000035258
2	protein_coding	OTTHUMG00000035269
2	processed_pseudogene	OTTHUMG00000035260
2	processed_pseudogene	OTTHUMG00000057653
2	processed_transcript	OTTHUMG00000035251
2	protein_coding	OTTHUMG00000035256
2	protein_coding	OTTHUMG00000035115
2	processed_transcript	OTTHUMG00000035113
2	protein_coding	OTTHUMG00000035117
2	processed_pseudogene	OTTHUMG00000035114
2	processed_transcript	OTTHUMG00000035112
2	protein_coding	OTTHUMG00000035116
2	processed_transcript	OTTHUMG00000035182
2	protein_coding	OTTHUMG00000035183
2	processed_transcript	OTTHUMG00000035174
2	processed_transcript	OTTHUMG00000035173
2	unprocessed_pseudogene	OTTHUMG00000035176
2	protein_coding	OTTHUMG00000035179
2	protein_coding	OTTHUMG00000035175
2	protein_coding	OTTHUMG00000035178
2	processed_transcript	OTTHUMG00000035180
2	processed_transcript	OTTHUMG00000035181
2	processed_transcript	OTTHUMG00000035177
2	protein_coding	OTTHUMG00000037301
2	protein_coding	OTTHUMG00000037302
2	processed_transcript	OTTHUMG00000037303
2	processed_transcript	OTTHUMG00000037300
2	processed_transcript	OTTHUMG00000037400
2	processed_transcript	OTTHUMG00000037403
2	processed_pseudogene	OTTHUMG00000037406
2	processed_pseudogene	OTTHUMG00000037401
2	processed_pseudogene	OTTHUMG00000037404
2	protein_coding	OTTHUMG00000037407
2	protein_coding	OTTHUMG00000037398
2	processed_transcript	OTTHUMG00000037402
2	unitary_pseudogene	OTTHUMG00000037405
2	processed_transcript	OTTHUMG00000035217
2	protein_coding	OTTHUMG00000035213
2	protein_coding	OTTHUMG00000035212
2	protein_coding	OTTHUMG00000035219
2	processed_transcript	OTTHUMG00000041043
2	protein_coding	OTTHUMG00000035321
2	protein_coding	OTTHUMG00000035337
2	protein_coding	OTTHUMG00000035419
2	processed_pseudogene	OTTHUMG00000041119
2	processed_pseudogene	OTTHUMG00000035416
2	processed_pseudogene	OTTHUMG00000035417
2	protein_coding	OTTHUMG00000035418
2	processed_transcript	OTTHUMG00000046152
2	protein_coding	OTTHUMG00000035520
2	protein_coding	OTTHUMG00000035519
2	processed_pseudogene	OTTHUMG00000035518
2	processed_transcript	OTTHUMG00000035521
2	protein_coding	OTTHUMG00000035221
2	protein_coding	OTTHUMG00000035329
2	protein_coding	OTTHUMG00000035326
2	protein_coding	OTTHUMG00000035328
2	protein_coding	OTTHUMG00000035459
2	processed_transcript	OTTHUMG00000041183
2	protein_coding	OTTHUMG00000035460
2	protein_coding	OTTHUMG00000035461
2	processed_transcript	OTTHUMG00000035458
2	protein_coding	OTTHUMG00000035386
2	processed_transcript	OTTHUMG00000035468
2	processed_pseudogene	OTTHUMG00000035469
2	protein_coding	OTTHUMG00000035387
2	protein_coding	OTTHUMG00000035388
2	protein_coding	OTTHUMG00000035391
2	processed_pseudogene	OTTHUMG00000035392
2	protein_coding	OTTHUMG00000035389
2	protein_coding	OTTHUMG00000035390
2	processed_pseudogene	OTTHUMG00000057655
2	processed_pseudogene	OTTHUMG00000035382
2	processed_pseudogene	OTTHUMG00000035383
2	processed_pseudogene	OTTHUMG00000035385
2	protein_coding	OTTHUMG00000035384
2	processed_transcript	OTTHUMG00000035393
2	processed_transcript	OTTHUMG00000035578
2	processed_transcript	OTTHUMG00000035577
2	protein_coding	OTTHUMG00000059337
2	processed_transcript	OTTHUMG00000042129
2	protein_coding	OTTHUMG00000035574
2	protein_coding	OTTHUMG00000035580
2	protein_coding	OTTHUMG00000035579
2	protein_coding	OTTHUMG00000035575
2	processed_transcript	OTTHUMG00000035581
2	processed_pseudogene	OTTHUMG00000035475
2	processed_pseudogene	OTTHUMG00000035474
2	protein_coding	OTTHUMG00000035473
2	protein_coding	OTTHUMG00000035512
2	processed_transcript	OTTHUMG00000035513
2	processed_transcript	OTTHUMG00000035479
2	processed_pseudogene	OTTHUMG00000035480
2	processed_pseudogene	OTTHUMG00000035481
2	processed_transcript	OTTHUMG00000035624
2	processed_pseudogene	OTTHUMG00000035625
2	processed_pseudogene	OTTHUMG00000035626
2	pseudogene	OTTHUMG00000047813
2	processed_pseudogene	OTTHUMG00000035629
2	processed_transcript	OTTHUMG00000035627
2	processed_pseudogene	OTTHUMG00000035628
2	processed_pseudogene	OTTHUMG00000035541
2	processed_transcript	OTTHUMG00000035544
2	processed_transcript	OTTHUMG00000035545
2	processed_transcript	OTTHUMG00000035542
2	processed_pseudogene	OTTHUMG00000035543
2	processed_transcript	OTTHUMG00000035526
2	processed_transcript	OTTHUMG00000035527
2	processed_pseudogene	OTTHUMG00000035525
2	protein_coding	OTTHUMG00000035533
2	processed_transcript	OTTHUMG00000035534
2	processed_transcript	OTTHUMG00000035535
2	processed_transcript	OTTHUMG00000040635
2	processed_transcript	OTTHUMG00000035556
2	processed_pseudogene	OTTHUMG00000035555
2	processed_pseudogene	OTTHUMG00000035557
2	processed_pseudogene	OTTHUMG00000035529
2	processed_transcript	OTTHUMG00000041127
2	processed_transcript	OTTHUMG00000041126
2	processed_transcript	OTTHUMG00000041131
2	protein_coding	OTTHUMG00000035592
2	processed_pseudogene	OTTHUMG00000035599
2	processed_pseudogene	OTTHUMG00000035597
2	protein_coding	OTTHUMG00000035594
2	processed_transcript	OTTHUMG00000041135
2	processed_transcript	OTTHUMG00000041136
2	protein_coding	OTTHUMG00000035598
2	protein_coding	OTTHUMG00000035601
2	processed_pseudogene	OTTHUMG00000035593
2	unprocessed_pseudogene	OTTHUMG00000035596
2	processed_pseudogene	OTTHUMG00000035595
2	protein_coding	OTTHUMG00000035600
2	processed_transcript	OTTHUMG00000041137
2	processed_pseudogene	OTTHUMG00000035560
2	protein_coding	OTTHUMG00000035561
2	protein_coding	OTTHUMG00000035675
2	protein_coding	OTTHUMG00000035677
2	protein_coding	OTTHUMG00000035676
2	protein_coding	OTTHUMG00000035687
2	processed_transcript	OTTHUMG00000035686
2	processed_transcript	OTTHUMG00000035690
2	processed_transcript	OTTHUMG00000035685
2	processed_pseudogene	OTTHUMG00000035691
2	processed_transcript	OTTHUMG00000035564
2	processed_pseudogene	OTTHUMG00000035565
2	processed_transcript	OTTHUMG00000035603
2	processed_pseudogene	OTTHUMG00000035605
2	processed_transcript	OTTHUMG00000035609
2	protein_coding	OTTHUMG00000035611
2	protein_coding	OTTHUMG00000035607
2	protein_coding	OTTHUMG00000035929
2	protein_coding	OTTHUMG00000036276
2	protein_coding	OTTHUMG00000036647
2	protein_coding	OTTHUMG00000036518
2	protein_coding	OTTHUMG00000036517
2	protein_coding	OTTHUMG00000036519
2	protein_coding	OTTHUMG00000036277
2	processed_pseudogene	OTTHUMG00000057657
2	protein_coding	OTTHUMG00000036275
2	processed_pseudogene	OTTHUMG00000035660
2	protein_coding	OTTHUMG00000035663
2	processed_pseudogene	OTTHUMG00000035662
2	processed_transcript	OTTHUMG00000141312
2	protein_coding	OTTHUMG00000035653
2	processed_pseudogene	OTTHUMG00000035652
2	processed_pseudogene	OTTHUMG00000035651
2	processed_pseudogene	OTTHUMG00000035650
2	processed_transcript	OTTHUMG00000041185
2	protein_coding	OTTHUMG00000035659
2	protein_coding	OTTHUMG00000035656
2	protein_coding	OTTHUMG00000035658
2	processed_pseudogene	OTTHUMG00000035654
2	protein_coding	OTTHUMG00000035661
2	processed_transcript	OTTHUMG00000035655
2	protein_coding	OTTHUMG00000035702
2	processed_transcript	OTTHUMG00000035703
2	processed_pseudogene	OTTHUMG00000035657
2	processed_transcript	OTTHUMG00000035888
2	processed_pseudogene	OTTHUMG00000035889
2	processed_transcript	OTTHUMG00000035890
2	processed_transcript	OTTHUMG00000035892
2	processed_transcript	OTTHUMG00000035893
2	processed_transcript	OTTHUMG00000035891
2	processed_pseudogene	OTTHUMG00000035886
2	processed_pseudogene	OTTHUMG00000035887
2	processed_pseudogene	OTTHUMG00000035917
2	processed_pseudogene	OTTHUMG00000035915
2	processed_pseudogene	OTTHUMG00000035916
2	protein_coding	OTTHUMG00000035635
2	processed_pseudogene	OTTHUMG00000057659
2	processed_pseudogene	OTTHUMG00000035720
2	processed_pseudogene	OTTHUMG00000035721
2	protein_coding	OTTHUMG00000035722
2	protein_coding	OTTHUMG00000035724
2	processed_transcript	OTTHUMG00000035719
2	protein_coding	OTTHUMG00000035723
2	protein_coding	OTTHUMG00000035725
2	processed_transcript	OTTHUMG00000035741
2	protein_coding	OTTHUMG00000035740
2	processed_pseudogene	OTTHUMG00000035783
2	protein_coding	OTTHUMG00000035788
2	protein_coding	OTTHUMG00000035789
2	processed_transcript	OTTHUMG00000041188
2	unitary_pseudogene	OTTHUMG00000035782
2	protein_coding	OTTHUMG00000035787
2	processed_transcript	OTTHUMG00000035785
2	processed_transcript	OTTHUMG00000035786
2	protein_coding	OTTHUMG00000035784
2	processed_pseudogene	OTTHUMG00000057661
2	processed_transcript	OTTHUMG00000041189
2	protein_coding	OTTHUMG00000035831
2	protein_coding	OTTHUMG00000035728
2	processed_transcript	OTTHUMG00000040658
2	protein_coding	OTTHUMG00000035729
2	protein_coding	OTTHUMG00000035733
2	protein_coding	OTTHUMG00000035737
2	protein_coding	OTTHUMG00000035736
2	processed_pseudogene	OTTHUMG00000035768
2	processed_transcript	OTTHUMG00000040659
2	protein_coding	OTTHUMG00000035767
2	protein_coding	OTTHUMG00000035773
2	processed_transcript	OTTHUMG00000035772
2	processed_transcript	OTTHUMG00000035770
2	processed_pseudogene	OTTHUMG00000035771
2	protein_coding	OTTHUMG00000035766
2	processed_transcript	OTTHUMG00000035804
2	processed_transcript	OTTHUMG00000035809
2	processed_transcript	OTTHUMG00000035769
2	protein_coding	OTTHUMG00000035805
2	protein_coding	OTTHUMG00000035807
2	processed_transcript	OTTHUMG00000035808
2	protein_coding	OTTHUMG00000035802
2	protein_coding	OTTHUMG00000035806
2	processed_pseudogene	OTTHUMG00000035803
2	protein_coding	OTTHUMG00000035866
2	processed_transcript	OTTHUMG00000035865
2	protein_coding	OTTHUMG00000035867
2	processed_transcript	OTTHUMG00000040657
2	processed_pseudogene	OTTHUMG00000035925
2	processed_pseudogene	OTTHUMG00000035926
2	processed_pseudogene	OTTHUMG00000035927
2	protein_coding	OTTHUMG00000035924
2	protein_coding	OTTHUMG00000035923
2	protein_coding	OTTHUMG00000035931
2	transcribed_unitary_pseudogene	OTTHUMG00000040524
2	protein_coding	OTTHUMG00000041383
2	protein_coding	OTTHUMG00000041392
2	protein_coding	OTTHUMG00000041393
2	processed_pseudogene	OTTHUMG00000041382
2	processed_pseudogene	OTTHUMG00000041397
2	processed_pseudogene	OTTHUMG00000041381
2	protein_coding	OTTHUMG00000041388
2	processed_transcript	OTTHUMG00000041394
2	processed_transcript	OTTHUMG00000041395
2	protein_coding	OTTHUMG00000041401
2	processed_pseudogene	OTTHUMG00000041384
2	processed_pseudogene	OTTHUMG00000041390
2	processed_transcript	OTTHUMG00000041399
2	processed_transcript	OTTHUMG00000041380
2	processed_transcript	OTTHUMG00000041379
2	unprocessed_pseudogene	OTTHUMG00000041396
2	processed_transcript	OTTHUMG00000041389
2	processed_pseudogene	OTTHUMG00000041386
2	protein_coding	OTTHUMG00000041400
2	protein_coding	OTTHUMG00000041385
2	processed_pseudogene	OTTHUMG00000041398
2	protein_coding	OTTHUMG00000041391
2	protein_coding	OTTHUMG00000041387
2	transcribed_unprocessed_pseudogene	OTTHUMG00000042049
2	processed_pseudogene	OTTHUMG00000042050
2	protein_coding	OTTHUMG00000042051
2	protein_coding	OTTHUMG00000042123
2	protein_coding	OTTHUMG00000042127
2	protein_coding	OTTHUMG00000042125
2	processed_transcript	OTTHUMG00000043020
2	processed_transcript	OTTHUMG00000043021
2	protein_coding	OTTHUMG00000042121
2	protein_coding	OTTHUMG00000042122
2	protein_coding	OTTHUMG00000042126
2	processed_pseudogene	OTTHUMG00000042124
2	processed_transcript	OTTHUMG00000041219
2	processed_transcript	OTTHUMG00000035835
2	protein_coding	OTTHUMG00000035834
2	protein_coding	OTTHUMG00000035910
2	processed_pseudogene	OTTHUMG00000035903
2	protein_coding	OTTHUMG00000035911
2	protein_coding	OTTHUMG00000036100
2	protein_coding	OTTHUMG00000035906
2	processed_pseudogene	OTTHUMG00000035904
2	protein_coding	OTTHUMG00000035908
2	protein_coding	OTTHUMG00000035909
2	processed_pseudogene	OTTHUMG00000057666
2	processed_pseudogene	OTTHUMG00000057667
2	protein_coding	OTTHUMG00000035985
2	processed_pseudogene	OTTHUMG00000036051
2	processed_pseudogene	OTTHUMG00000036052
2	processed_pseudogene	OTTHUMG00000036053
2	processed_transcript	OTTHUMG00000036054
2	protein_coding	OTTHUMG00000036050
2	protein_coding	OTTHUMG00000036061
2	processed_transcript	OTTHUMG00000036063
2	processed_transcript	OTTHUMG00000036062
2	protein_coding	OTTHUMG00000036059
2	processed_pseudogene	OTTHUMG00000036055
2	protein_coding	OTTHUMG00000036060
2	protein_coding	OTTHUMG00000036056
2	protein_coding	OTTHUMG00000036057
2	processed_transcript	OTTHUMG00000036058
2	processed_pseudogene	OTTHUMG00000057669
2	processed_transcript	OTTHUMG00000036102
2	processed_transcript	OTTHUMG00000036103
2	processed_pseudogene	OTTHUMG00000036104
2	protein_coding	OTTHUMG00000036105
2	protein_coding	OTTHUMG00000036101
2	protein_coding	OTTHUMG00000035877
2	processed_pseudogene	OTTHUMG00000035988
2	processed_transcript	OTTHUMG00000037031
2	protein_coding	OTTHUMG00000035989
2	processed_transcript	OTTHUMG00000040691
2	processed_transcript	OTTHUMG00000037030
2	protein_coding	OTTHUMG00000151697
2	processed_pseudogene	OTTHUMG00000059191
2	protein_coding	OTTHUMG00000037105
2	protein_coding	OTTHUMG00000037103
2	protein_coding	OTTHUMG00000037104
2	processed_pseudogene	OTTHUMG00000037100
2	protein_coding	OTTHUMG00000037102
2	processed_pseudogene	OTTHUMG00000037194
2	protein_coding	OTTHUMG00000037195
2	processed_transcript	OTTHUMG00000040690
2	protein_coding	OTTHUMG00000037196
2	protein_coding	OTTHUMG00000037199
2	processed_pseudogene	OTTHUMG00000037198
2	processed_transcript	OTTHUMG00000037200
2	protein_coding	OTTHUMG00000037201
2	processed_transcript	OTTHUMG00000037202
2	protein_coding	OTTHUMG00000037203
2	protein_coding	OTTHUMG00000037197
2	protein_coding	OTTHUMG00000037221
2	processed_pseudogene	OTTHUMG00000037222
2	protein_coding	OTTHUMG00000037223
2	protein_coding	OTTHUMG00000035996
2	protein_coding	OTTHUMG00000035998
2	protein_coding	OTTHUMG00000036000
2	protein_coding	OTTHUMG00000035999
2	protein_coding	OTTHUMG00000036001
2	processed_transcript	OTTHUMG00000041669
2	processed_transcript	OTTHUMG00000042553
2	protein_coding	OTTHUMG00000042552
2	processed_transcript	OTTHUMG00000036117
2	processed_pseudogene	OTTHUMG00000036118
2	processed_transcript	OTTHUMG00000036120
2	protein_coding	OTTHUMG00000036119
2	protein_coding	OTTHUMG00000036122
2	processed_transcript	OTTHUMG00000036123
2	protein_coding	OTTHUMG00000036121
2	unprocessed_pseudogene	OTTHUMG00000043621
2	protein_coding	OTTHUMG00000036347
2	processed_transcript	OTTHUMG00000036348
2	processed_transcript	OTTHUMG00000036349
2	protein_coding	OTTHUMG00000036346
2	protein_coding	OTTHUMG00000036338
2	protein_coding	OTTHUMG00000036343
2	processed_pseudogene	OTTHUMG00000036340
2	protein_coding	OTTHUMG00000036344
2	processed_transcript	OTTHUMG00000036345
2	protein_coding	OTTHUMG00000036339
2	protein_coding	OTTHUMG00000036342
2	processed_pseudogene	OTTHUMG00000036341
2	protein_coding	OTTHUMG00000036386
2	protein_coding	OTTHUMG00000036387
2	protein_coding	OTTHUMG00000036456
2	protein_coding	OTTHUMG00000036459
2	protein_coding	OTTHUMG00000036457
2	processed_pseudogene	OTTHUMG00000036458
2	protein_coding	OTTHUMG00000036581
2	protein_coding	OTTHUMG00000036579
2	protein_coding	OTTHUMG00000036580
2	protein_coding	OTTHUMG00000036032
2	protein_coding	OTTHUMG00000036033
2	protein_coding	OTTHUMG00000036035
2	protein_coding	OTTHUMG00000036173
2	processed_pseudogene	OTTHUMG00000036187
2	unprocessed_pseudogene	OTTHUMG00000036251
2	processed_transcript	OTTHUMG00000036253
2	unprocessed_pseudogene	OTTHUMG00000036252
2	processed_transcript	OTTHUMG00000036254
2	protein_coding	OTTHUMG00000036255
2	protein_coding	OTTHUMG00000036307
2	protein_coding	OTTHUMG00000036311
2	processed_transcript	OTTHUMG00000041089
2	unprocessed_pseudogene	OTTHUMG00000036355
2	unprocessed_pseudogene	OTTHUMG00000057673
2	processed_transcript	OTTHUMG00000036354
2	protein_coding	OTTHUMG00000036397
2	unprocessed_pseudogene	OTTHUMG00000057675
2	protein_coding	OTTHUMG00000036553
2	processed_transcript	OTTHUMG00000036552
2	protein_coding	OTTHUMG00000036565
2	protein_coding	OTTHUMG00000036564
2	processed_pseudogene	OTTHUMG00000036571
2	processed_transcript	OTTHUMG00000036132
2	processed_transcript	OTTHUMG00000036134
2	processed_pseudogene	OTTHUMG00000036135
2	processed_transcript	OTTHUMG00000036136
2	processed_transcript	OTTHUMG00000036137
2	processed_transcript	OTTHUMG00000036133
2	processed_pseudogene	OTTHUMG00000036165
2	processed_pseudogene	OTTHUMG00000036166
2	processed_pseudogene	OTTHUMG00000036167
2	processed_transcript	OTTHUMG00000036265
2	processed_transcript	OTTHUMG00000036266
2	processed_transcript	OTTHUMG00000036267
2	processed_transcript	OTTHUMG00000036359
2	protein_coding	OTTHUMG00000036361
2	protein_coding	OTTHUMG00000036360
2	processed_transcript	OTTHUMG00000036478
2	protein_coding	OTTHUMG00000036479
2	protein_coding	OTTHUMG00000036481
2	processed_pseudogene	OTTHUMG00000036482
2	protein_coding	OTTHUMG00000036480
2	protein_coding	OTTHUMG00000036483
2	protein_coding	OTTHUMG00000036521
2	processed_transcript	OTTHUMG00000036951
2	protein_coding	OTTHUMG00000036654
2	protein_coding	OTTHUMG00000036652
2	protein_coding	OTTHUMG00000036392
2	protein_coding	OTTHUMG00000036391
2	processed_pseudogene	OTTHUMG00000036393
2	processed_pseudogene	OTTHUMG00000036448
2	protein_coding	OTTHUMG00000036447
2	protein_coding	OTTHUMG00000036309
2	processed_pseudogene	OTTHUMG00000036450
2	processed_transcript	OTTHUMG00000046162
2	processed_pseudogene	OTTHUMG00000036449
2	processed_transcript	OTTHUMG00000041139
2	processed_pseudogene	OTTHUMG00000036451
2	protein_coding	OTTHUMG00000036996
2	protein_coding	OTTHUMG00000036997
2	processed_transcript	OTTHUMG00000036998
2	unprocessed_pseudogene	OTTHUMG00000037000
2	processed_pseudogene	OTTHUMG00000037003
2	protein_coding	OTTHUMG00000037002
2	processed_transcript	OTTHUMG00000041463
2	protein_coding	OTTHUMG00000036995
2	processed_transcript	OTTHUMG00000037001
2	processed_transcript	OTTHUMG00000036999
2	processed_pseudogene	OTTHUMG00000037004
2	protein_coding	OTTHUMG00000037121
2	processed_transcript	OTTHUMG00000037123
2	processed_transcript	OTTHUMG00000037124
2	processed_transcript	OTTHUMG00000037125
2	protein_coding	OTTHUMG00000037120
2	processed_transcript	OTTHUMG00000037122
2	processed_pseudogene	OTTHUMG00000037118
2	protein_coding	OTTHUMG00000037119
2	protein_coding	OTTHUMG00000037133
2	processed_pseudogene	OTTHUMG00000037130
2	processed_transcript	OTTHUMG00000037131
2	processed_transcript	OTTHUMG00000037132
2	protein_coding	OTTHUMG00000036750
2	processed_transcript	OTTHUMG00000041460
2	processed_transcript	OTTHUMG00000041461
2	processed_pseudogene	OTTHUMG00000036748
2	processed_transcript	OTTHUMG00000036745
2	protein_coding	OTTHUMG00000036751
2	protein_coding	OTTHUMG00000036744
2	processed_transcript	OTTHUMG00000036746
2	processed_transcript	OTTHUMG00000036749
2	protein_coding	OTTHUMG00000036747
2	processed_transcript	OTTHUMG00000041085
2	protein_coding	OTTHUMG00000041084
2	processed_pseudogene	OTTHUMG00000036785
2	processed_transcript	OTTHUMG00000036786
2	protein_coding	OTTHUMG00000036807
2	protein_coding	OTTHUMG00000036806
2	protein_coding	OTTHUMG00000036805
2	processed_pseudogene	OTTHUMG00000036919
2	protein_coding	OTTHUMG00000036920
2	processed_transcript	OTTHUMG00000036923
2	processed_pseudogene	OTTHUMG00000036921
2	processed_pseudogene	OTTHUMG00000036922
2	protein_coding	OTTHUMG00000036924
2	protein_coding	OTTHUMG00000036925
2	protein_coding	OTTHUMG00000036927
2	protein_coding	OTTHUMG00000036926
2	processed_pseudogene	OTTHUMG00000037067
2	processed_transcript	OTTHUMG00000041155
2	processed_transcript	OTTHUMG00000041157
2	processed_transcript	OTTHUMG00000036947
2	processed_transcript	OTTHUMG00000041154
2	protein_coding	OTTHUMG00000036946
2	processed_transcript	OTTHUMG00000041156
2	protein_coding	OTTHUMG00000037066
2	processed_transcript	OTTHUMG00000041153
2	protein_coding	OTTHUMG00000037039
2	processed_pseudogene	OTTHUMG00000037016
2	processed_pseudogene	OTTHUMG00000037015
2	protein_coding	OTTHUMG00000036955
2	unprocessed_pseudogene	OTTHUMG00000036949
2	processed_pseudogene	OTTHUMG00000036954
2	processed_pseudogene	OTTHUMG00000037014
2	processed_pseudogene	OTTHUMG00000037012
2	protein_coding	OTTHUMG00000037017
2	processed_pseudogene	OTTHUMG00000037013
2	protein_coding	OTTHUMG00000037019
2	protein_coding	OTTHUMG00000037079
2	processed_transcript	OTTHUMG00000037063
2	processed_transcript	OTTHUMG00000037062
2	processed_transcript	OTTHUMG00000037078
2	processed_pseudogene	OTTHUMG00000037077
2	protein_coding	OTTHUMG00000037025
2	protein_coding	OTTHUMG00000000527
2	processed_transcript	OTTHUMG00000037874
2	protein_coding	OTTHUMG00000037875
2	processed_transcript	OTTHUMG00000038051
2	processed_pseudogene	OTTHUMG00000038050
2	processed_transcript	OTTHUMG00000039497
2	processed_transcript	OTTHUMG00000039495
2	processed_transcript	OTTHUMG00000039496
2	protein_coding	OTTHUMG00000039494
2	processed_pseudogene	OTTHUMG00000039568
2	processed_pseudogene	OTTHUMG00000057823
2	processed_transcript	OTTHUMG00000039520
2	protein_coding	OTTHUMG00000039521
2	protein_coding	OTTHUMG00000039569
2	processed_pseudogene	OTTHUMG00000037140
2	processed_transcript	OTTHUMG00000041229
2	processed_transcript	OTTHUMG00000041228
2	protein_coding	OTTHUMG00000037141
2	processed_pseudogene	OTTHUMG00000037142
2	processed_transcript	OTTHUMG00000037143
2	processed_transcript	OTTHUMG00000041231
2	processed_transcript	OTTHUMG00000041230
2	processed_transcript	OTTHUMG00000041227
2	processed_pseudogene	OTTHUMG00000037436
2	protein_coding	OTTHUMG00000037434
2	protein_coding	OTTHUMG00000037433
2	protein_coding	OTTHUMG00000037435
2	protein_coding	OTTHUMG00000037287
2	processed_pseudogene	OTTHUMG00000037437
2	protein_coding	OTTHUMG00000037139
2	processed_pseudogene	OTTHUMG00000037285
2	processed_pseudogene	OTTHUMG00000037286
2	processed_pseudogene	OTTHUMG00000037093
2	processed_pseudogene	OTTHUMG00000037092
2	processed_transcript	OTTHUMG00000037358
2	processed_pseudogene	OTTHUMG00000037362
2	processed_pseudogene	OTTHUMG00000037363
2	processed_pseudogene	OTTHUMG00000037349
2	processed_transcript	OTTHUMG00000037350
2	protein_coding	OTTHUMG00000037351
2	processed_pseudogene	OTTHUMG00000037360
2	processed_transcript	OTTHUMG00000037359
2	protein_coding	OTTHUMG00000037361
2	protein_coding	OTTHUMG00000037354
2	protein_coding	OTTHUMG00000037353
2	processed_transcript	OTTHUMG00000037355
2	protein_coding	OTTHUMG00000037352
2	processed_transcript	OTTHUMG00000037357
2	processed_pseudogene	OTTHUMG00000037356
2	processed_transcript	OTTHUMG00000037427
2	processed_transcript	OTTHUMG00000037165
2	processed_pseudogene	OTTHUMG00000037205
2	protein_coding	OTTHUMG00000037269
2	processed_transcript	OTTHUMG00000037268
2	processed_transcript	OTTHUMG00000037423
2	processed_transcript	OTTHUMG00000037424
2	processed_transcript	OTTHUMG00000037425
2	processed_transcript	OTTHUMG00000037290
2	processed_pseudogene	OTTHUMG00000037422
2	processed_transcript	OTTHUMG00000037291
2	processed_pseudogene	OTTHUMG00000037480
2	protein_coding	OTTHUMG00000037545
2	protein_coding	OTTHUMG00000037544
2	processed_transcript	OTTHUMG00000037542
2	protein_coding	OTTHUMG00000037543
2	processed_pseudogene	OTTHUMG00000037652
2	processed_transcript	OTTHUMG00000037651
2	protein_coding	OTTHUMG00000037653
2	protein_coding	OTTHUMG00000037650
2	protein_coding	OTTHUMG00000037766
2	processed_transcript	OTTHUMG00000037767
2	protein_coding	OTTHUMG00000037893
2	processed_pseudogene	OTTHUMG00000037892
2	protein_coding	OTTHUMG00000037937
2	processed_transcript	OTTHUMG00000037934
2	processed_transcript	OTTHUMG00000037935
2	protein_coding	OTTHUMG00000037936
2	protein_coding	OTTHUMG00000037987
2	protein_coding	OTTHUMG00000037378
2	unprocessed_pseudogene	OTTHUMG00000078465
2	processed_pseudogene	OTTHUMG00000037377
2	protein_coding	OTTHUMG00000037376
2	protein_coding	OTTHUMG00000037379
2	processed_pseudogene	OTTHUMG00000037468
2	processed_pseudogene	OTTHUMG00000037470
2	processed_pseudogene	OTTHUMG00000037469
2	unprocessed_pseudogene	OTTHUMG00000037471
2	unprocessed_pseudogene	OTTHUMG00000037472
2	processed_transcript	OTTHUMG00000037473
2	unprocessed_pseudogene	OTTHUMG00000037494
2	protein_coding	OTTHUMG00000037495
2	processed_pseudogene	OTTHUMG00000037497
2	protein_coding	OTTHUMG00000037496
2	processed_transcript	OTTHUMG00000037537
2	processed_transcript	OTTHUMG00000041421
2	protein_coding	OTTHUMG00000037536
2	processed_pseudogene	OTTHUMG00000037637
2	protein_coding	OTTHUMG00000037635
2	protein_coding	OTTHUMG00000037636
2	protein_coding	OTTHUMG00000037634
2	processed_pseudogene	OTTHUMG00000037720
2	processed_transcript	OTTHUMG00000037718
2	processed_pseudogene	OTTHUMG00000037721
2	processed_transcript	OTTHUMG00000037717
2	processed_transcript	OTTHUMG00000037716
2	protein_coding	OTTHUMG00000037447
2	protein_coding	OTTHUMG00000037520
2	processed_transcript	OTTHUMG00000037519
2	protein_coding	OTTHUMG00000037742
2	processed_transcript	OTTHUMG00000037739
2	processed_transcript	OTTHUMG00000037740
2	protein_coding	OTTHUMG00000037738
2	processed_pseudogene	OTTHUMG00000037741
2	protein_coding	OTTHUMG00000037743
2	processed_transcript	OTTHUMG00000041221
2	protein_coding	OTTHUMG00000037442
2	protein_coding	OTTHUMG00000037443
2	protein_coding	OTTHUMG00000037506
2	processed_transcript	OTTHUMG00000041338
2	protein_coding	OTTHUMG00000037441
2	processed_pseudogene	OTTHUMG00000037505
2	protein_coding	OTTHUMG00000037504
2	protein_coding	OTTHUMG00000037507
2	processed_transcript	OTTHUMG00000041341
2	protein_coding	OTTHUMG00000037560
2	processed_transcript	OTTHUMG00000041339
2	processed_pseudogene	OTTHUMG00000037561
2	protein_coding	OTTHUMG00000037558
2	protein_coding	OTTHUMG00000037557
2	processed_pseudogene	OTTHUMG00000037559
2	protein_coding	OTTHUMG00000037556
2	processed_pseudogene	OTTHUMG00000037584
2	processed_pseudogene	OTTHUMG00000037585
2	protein_coding	OTTHUMG00000037583
2	protein_coding	OTTHUMG00000037582
2	processed_transcript	OTTHUMG00000037587
2	processed_transcript	OTTHUMG00000041340
