VEGA gene ID	Pathway stable ID
OTTHUMG00000159419	REACT_19405
OTTHUMG00000159358	REACT_17015
OTTHUMG00000159358	REACT_22426
OTTHUMG00000159358	REACT_22161
OTTHUMG00000159358	REACT_25046
OTTHUMG00000159358	REACT_25208
OTTHUMG00000159358	REACT_25085
OTTHUMG00000159334	REACT_14797
OTTHUMG00000159334	REACT_14828
OTTHUMG00000159334	REACT_16983
OTTHUMG00000159334	REACT_19184
OTTHUMG00000159334	REACT_16968
OTTHUMG00000159334	REACT_19231
OTTHUMG00000159334	REACT_21340
OTTHUMG00000159295	REACT_498
OTTHUMG00000159295	REACT_1109
OTTHUMG00000159295	REACT_15518
OTTHUMG00000159295	REACT_25060
OTTHUMG00000159295	REACT_25283
OTTHUMG00000159305	REACT_21402
OTTHUMG00000159305	REACT_21303
OTTHUMG00000159255	REACT_6900
OTTHUMG00000159255	REACT_19344
OTTHUMG00000159248	REACT_6900
OTTHUMG00000159248	REACT_11152
OTTHUMG00000159275	REACT_6900
OTTHUMG00000159275	REACT_11152
OTTHUMG00000159239	REACT_19195
OTTHUMG00000159239	REACT_19268
OTTHUMG00000159239	REACT_19331
OTTHUMG00000159239	REACT_20676
OTTHUMG00000159198	REACT_6900
OTTHUMG00000159198	REACT_12526
OTTHUMG00000159198	REACT_12555
OTTHUMG00000044216	REACT_604
OTTHUMG00000044216	REACT_12051
OTTHUMG00000044216	REACT_23916
OTTHUMG00000044216	REACT_20676
OTTHUMG00000044216	REACT_23853
OTTHUMG00000159192	REACT_22205
OTTHUMG00000159192	REACT_18266
OTTHUMG00000159146	REACT_2159
OTTHUMG00000159146	REACT_1797
OTTHUMG00000159146	REACT_2085
OTTHUMG00000159146	REACT_2099
OTTHUMG00000159146	REACT_1986
OTTHUMG00000159146	REACT_1014
OTTHUMG00000159146	REACT_71
OTTHUMG00000159146	REACT_79
OTTHUMG00000159146	REACT_1477
OTTHUMG00000159146	REACT_1404
OTTHUMG00000159146	REACT_1762
OTTHUMG00000159146	REACT_6167
OTTHUMG00000159146	REACT_6145
OTTHUMG00000159146	REACT_6152
OTTHUMG00000159146	REACT_13698
OTTHUMG00000159146	REACT_9491
OTTHUMG00000159146	REACT_13819
OTTHUMG00000159146	REACT_15550
OTTHUMG00000159146	REACT_15380
OTTHUMG00000159146	REACT_17015
OTTHUMG00000160016	REACT_9431
OTTHUMG00000160016	REACT_9465
OTTHUMG00000160049	REACT_14797
OTTHUMG00000160049	REACT_15488
OTTHUMG00000160049	REACT_19184
OTTHUMG00000160048	REACT_14797
OTTHUMG00000160048	REACT_15488
OTTHUMG00000160048	REACT_19184
OTTHUMG00000160077	REACT_14797
OTTHUMG00000160077	REACT_15488
OTTHUMG00000160077	REACT_19184
OTTHUMG00000160081	REACT_14797
OTTHUMG00000160081	REACT_15488
OTTHUMG00000160081	REACT_19184
OTTHUMG00000160080	REACT_14797
OTTHUMG00000160080	REACT_15488
OTTHUMG00000160080	REACT_19184
OTTHUMG00000160078	REACT_14797
OTTHUMG00000160078	REACT_15488
OTTHUMG00000160078	REACT_19184
OTTHUMG00000160076	REACT_14797
OTTHUMG00000160076	REACT_15488
OTTHUMG00000160076	REACT_19184
OTTHUMG00000160079	REACT_14797
OTTHUMG00000160079	REACT_15488
OTTHUMG00000160079	REACT_19184
OTTHUMG00000160070	REACT_14797
OTTHUMG00000160070	REACT_15488
OTTHUMG00000160070	REACT_19184
OTTHUMG00000160083	REACT_14797
OTTHUMG00000160083	REACT_15488
OTTHUMG00000160083	REACT_19184
OTTHUMG00000159135	REACT_15370
OTTHUMG00000159135	REACT_13477
OTTHUMG00000159135	REACT_13685
OTTHUMG00000159135	REACT_15518
OTTHUMG00000159135	REACT_25387
OTTHUMG00000159135	REACT_25168
OTTHUMG00000159135	REACT_25199
OTTHUMG00000159135	REACT_25300
OTTHUMG00000150354	REACT_20
OTTHUMG00000150354	REACT_798
OTTHUMG00000150354	REACT_1280
OTTHUMG00000150354	REACT_604
OTTHUMG00000150354	REACT_318
OTTHUMG00000150354	REACT_1050
OTTHUMG00000150354	REACT_1906
OTTHUMG00000150354	REACT_733
OTTHUMG00000150354	REACT_1132
OTTHUMG00000150354	REACT_1069
OTTHUMG00000150354	REACT_12051
OTTHUMG00000150354	REACT_17015
OTTHUMG00000150354	REACT_22161
OTTHUMG00000159008	REACT_14797
OTTHUMG00000159008	REACT_14828
OTTHUMG00000159008	REACT_16983
OTTHUMG00000159008	REACT_19184
OTTHUMG00000159008	REACT_17064
OTTHUMG00000159008	REACT_19231
OTTHUMG00000159008	REACT_21340
OTTHUMG00000158990	REACT_19195
OTTHUMG00000158990	REACT_19331
OTTHUMG00000158990	REACT_20676
OTTHUMG00000158978	REACT_1736
OTTHUMG00000158978	REACT_723
OTTHUMG00000158978	REACT_474
OTTHUMG00000158843	REACT_22237
OTTHUMG00000158843	REACT_19351
OTTHUMG00000158843	REACT_18266
OTTHUMG00000158843	REACT_19226
OTTHUMG00000158843	REACT_19376
OTTHUMG00000158843	REACT_19342
OTTHUMG00000158843	REACT_19230
OTTHUMG00000158935	REACT_19351
OTTHUMG00000158935	REACT_18266
OTTHUMG00000158935	REACT_19376
OTTHUMG00000158809	REACT_14797
OTTHUMG00000158809	REACT_14828
OTTHUMG00000158809	REACT_14819
OTTHUMG00000158809	REACT_19184
OTTHUMG00000158809	REACT_18283
OTTHUMG00000158809	REACT_21340
OTTHUMG00000158740	REACT_1785
OTTHUMG00000158740	REACT_1046
OTTHUMG00000158765	REACT_1949
OTTHUMG00000158765	REACT_2243
OTTHUMG00000158765	REACT_1725
OTTHUMG00000158765	REACT_1156
OTTHUMG00000158765	REACT_734
OTTHUMG00000158765	REACT_1221
OTTHUMG00000158765	REACT_2148
OTTHUMG00000158765	REACT_1574
OTTHUMG00000158765	REACT_1783
OTTHUMG00000158765	REACT_4
OTTHUMG00000158765	REACT_2014
OTTHUMG00000158765	REACT_899
OTTHUMG00000158765	REACT_152
OTTHUMG00000158765	REACT_207
OTTHUMG00000158765	REACT_829
OTTHUMG00000158765	REACT_383
OTTHUMG00000158765	REACT_309
OTTHUMG00000158765	REACT_1625
OTTHUMG00000158765	REACT_85
OTTHUMG00000158765	REACT_1614
OTTHUMG00000158765	REACT_2160
OTTHUMG00000158765	REACT_1208
OTTHUMG00000158765	REACT_2254
OTTHUMG00000158765	REACT_1538
OTTHUMG00000158765	REACT_9029
OTTHUMG00000158765	REACT_13
OTTHUMG00000158765	REACT_938
OTTHUMG00000158765	REACT_578
OTTHUMG00000158765	REACT_6185
OTTHUMG00000158765	REACT_6288
OTTHUMG00000158765	REACT_13648
OTTHUMG00000158765	REACT_6785
OTTHUMG00000158765	REACT_6821
OTTHUMG00000158765	REACT_6828
OTTHUMG00000158765	REACT_6871
OTTHUMG00000158765	REACT_6761
OTTHUMG00000158765	REACT_6850
OTTHUMG00000158765	REACT_6837
OTTHUMG00000158765	REACT_6781
OTTHUMG00000158765	REACT_6954
OTTHUMG00000158765	REACT_9031
OTTHUMG00000158765	REACT_9453
OTTHUMG00000158765	REACT_9003
OTTHUMG00000158765	REACT_11063
OTTHUMG00000158765	REACT_11045
OTTHUMG00000158765	REACT_13464
OTTHUMG00000158765	REACT_20549
OTTHUMG00000158765	REACT_13565
OTTHUMG00000158765	REACT_20605
OTTHUMG00000158765	REACT_25325
OTTHUMG00000158765	REACT_24994
OTTHUMG00000158765	REACT_21279
OTTHUMG00000158765	REACT_21300
OTTHUMG00000158765	REACT_21267
OTTHUMG00000158765	REACT_21257
OTTHUMG00000159154	REACT_11054
OTTHUMG00000159154	REACT_11041
OTTHUMG00000159154	REACT_11040
OTTHUMG00000159154	REACT_17017
OTTHUMG00000159154	REACT_16957
OTTHUMG00000159154	REACT_22258
OTTHUMG00000159157	REACT_2071
OTTHUMG00000159157	REACT_1046
OTTHUMG00000159157	REACT_12528
OTTHUMG00000133756	REACT_578
OTTHUMG00000133756	REACT_13648
OTTHUMG00000133756	REACT_22128
OTTHUMG00000158857	REACT_11061
OTTHUMG00000158857	REACT_13638
OTTHUMG00000158857	REACT_13776
OTTHUMG00000158857	REACT_11044
OTTHUMG00000158857	REACT_11051
OTTHUMG00000158857	REACT_13720
OTTHUMG00000158857	REACT_14797
OTTHUMG00000158857	REACT_19184
OTTHUMG00000158857	REACT_18407
OTTHUMG00000158361	REACT_14797
OTTHUMG00000158361	REACT_18372
OTTHUMG00000158361	REACT_21340
OTTHUMG00000158580	REACT_13606
OTTHUMG00000158580	REACT_13477
OTTHUMG00000158580	REACT_13685
OTTHUMG00000158278	REACT_1505
OTTHUMG00000158278	REACT_18334
OTTHUMG00000158278	REACT_15380
OTTHUMG00000158278	REACT_18339
OTTHUMG00000158278	REACT_18312
OTTHUMG00000158278	REACT_18325
OTTHUMG00000158278	REACT_18266
OTTHUMG00000158193	REACT_20639
OTTHUMG00000158193	REACT_20518
OTTHUMG00000158193	REACT_20605
OTTHUMG00000158193	REACT_24915
OTTHUMG00000158193	REACT_25064
OTTHUMG00000158193	REACT_24994
OTTHUMG00000158193	REACT_21257
OTTHUMG00000158192	REACT_1859
OTTHUMG00000158192	REACT_474
OTTHUMG00000158192	REACT_1505
OTTHUMG00000158192	REACT_939
OTTHUMG00000133659	REACT_995
OTTHUMG00000133659	REACT_20
OTTHUMG00000133659	REACT_798
OTTHUMG00000133659	REACT_578
OTTHUMG00000133659	REACT_604
OTTHUMG00000133659	REACT_107
OTTHUMG00000133659	REACT_15295
OTTHUMG00000133659	REACT_9000
OTTHUMG00000133659	REACT_15307
OTTHUMG00000133659	REACT_9053
OTTHUMG00000133659	REACT_15526
OTTHUMG00000133659	REACT_15426
OTTHUMG00000133659	REACT_2202
OTTHUMG00000133659	REACT_11061
OTTHUMG00000133659	REACT_12079
OTTHUMG00000133659	REACT_6900
OTTHUMG00000133659	REACT_12056
OTTHUMG00000133659	REACT_14797
OTTHUMG00000133659	REACT_19184
OTTHUMG00000133659	REACT_18283
OTTHUMG00000133659	REACT_19333
OTTHUMG00000133659	REACT_20605
OTTHUMG00000133659	REACT_25218
OTTHUMG00000133659	REACT_24994
OTTHUMG00000133659	REACT_21257
OTTHUMG00000133659	REACT_25078
OTTHUMG00000133659	REACT_25229
OTTHUMG00000074035	REACT_17015
OTTHUMG00000074035	REACT_22433
OTTHUMG00000074035	REACT_22426
OTTHUMG00000074035	REACT_22161
OTTHUMG00000154930	REACT_1505
OTTHUMG00000154930	REACT_15550
OTTHUMG00000154930	REACT_15380
OTTHUMG00000154930	REACT_24019
OTTHUMG00000154930	REACT_23974
OTTHUMG00000154930	REACT_23824
OTTHUMG00000154930	REACT_19189
OTTHUMG00000154930	REACT_18325
OTTHUMG00000158572	REACT_16969
OTTHUMG00000158572	REACT_17044
OTTHUMG00000158106	REACT_1195
OTTHUMG00000158106	REACT_498
OTTHUMG00000158106	REACT_762
OTTHUMG00000158106	REACT_976
OTTHUMG00000158106	REACT_332
OTTHUMG00000158106	REACT_9047
OTTHUMG00000158106	REACT_9020
OTTHUMG00000158106	REACT_6802
OTTHUMG00000158106	REACT_6900
OTTHUMG00000158106	REACT_6966
OTTHUMG00000158106	REACT_9470
OTTHUMG00000158106	REACT_21272
OTTHUMG00000158106	REACT_21270
OTTHUMG00000158106	REACT_25120
OTTHUMG00000158106	REACT_25024
OTTHUMG00000158106	REACT_25222
OTTHUMG00000158108	REACT_9431
OTTHUMG00000158108	REACT_9465
OTTHUMG00000157819	REACT_6894
OTTHUMG00000157819	REACT_6890
OTTHUMG00000157819	REACT_6788
OTTHUMG00000157819	REACT_6809
OTTHUMG00000157819	REACT_11061
OTTHUMG00000157819	REACT_9047
OTTHUMG00000157819	REACT_6783
OTTHUMG00000157819	REACT_8005
OTTHUMG00000157819	REACT_6782
OTTHUMG00000157819	REACT_9020
OTTHUMG00000157819	REACT_8006
OTTHUMG00000157819	REACT_6802
OTTHUMG00000157819	REACT_6900
OTTHUMG00000157819	REACT_6966
OTTHUMG00000157819	REACT_7980
OTTHUMG00000157819	REACT_12056
OTTHUMG00000157819	REACT_12433
OTTHUMG00000157819	REACT_12599
OTTHUMG00000157819	REACT_12436
OTTHUMG00000157819	REACT_21328
OTTHUMG00000157819	REACT_21308
OTTHUMG00000157819	REACT_25281
OTTHUMG00000157819	REACT_25024
OTTHUMG00000157819	REACT_25222
OTTHUMG00000155262	REACT_2159
OTTHUMG00000155262	REACT_1797
OTTHUMG00000155262	REACT_2085
OTTHUMG00000155262	REACT_2099
OTTHUMG00000155262	REACT_1986
OTTHUMG00000155262	REACT_1014
OTTHUMG00000155262	REACT_71
OTTHUMG00000155262	REACT_79
OTTHUMG00000155262	REACT_1477
OTTHUMG00000155262	REACT_1404
OTTHUMG00000155262	REACT_1762
OTTHUMG00000155262	REACT_6167
OTTHUMG00000155262	REACT_6145
OTTHUMG00000155262	REACT_6152
OTTHUMG00000155262	REACT_13698
OTTHUMG00000155262	REACT_9491
OTTHUMG00000155262	REACT_13819
OTTHUMG00000155262	REACT_15550
OTTHUMG00000155262	REACT_15380
OTTHUMG00000155262	REACT_17015
OTTHUMG00000156902	REACT_14797
OTTHUMG00000156902	REACT_18319
OTTHUMG00000156902	REACT_21340
OTTHUMG00000156892	REACT_604
OTTHUMG00000156892	REACT_24970
OTTHUMG00000156850	REACT_6894
OTTHUMG00000156850	REACT_6890
OTTHUMG00000156850	REACT_6788
OTTHUMG00000156850	REACT_6809
OTTHUMG00000156850	REACT_11061
OTTHUMG00000156850	REACT_12033
OTTHUMG00000156850	REACT_9047
OTTHUMG00000156850	REACT_6783
OTTHUMG00000156850	REACT_8005
OTTHUMG00000156850	REACT_6782
OTTHUMG00000156850	REACT_9020
OTTHUMG00000156850	REACT_8006
OTTHUMG00000156850	REACT_6802
OTTHUMG00000156850	REACT_6900
OTTHUMG00000156850	REACT_6966
OTTHUMG00000156850	REACT_12065
OTTHUMG00000156850	REACT_7980
OTTHUMG00000156850	REACT_12056
OTTHUMG00000156850	REACT_12058
OTTHUMG00000156850	REACT_21308
OTTHUMG00000156850	REACT_21399
OTTHUMG00000156850	REACT_25281
OTTHUMG00000156850	REACT_25024
OTTHUMG00000156850	REACT_25222
OTTHUMG00000156887	REACT_13606
OTTHUMG00000156887	REACT_13477
OTTHUMG00000156887	REACT_13685
OTTHUMG00000156887	REACT_1505
OTTHUMG00000156887	REACT_15380
OTTHUMG00000156887	REACT_18339
OTTHUMG00000156887	REACT_18325
OTTHUMG00000156940	REACT_20
OTTHUMG00000156940	REACT_798
OTTHUMG00000156940	REACT_604
OTTHUMG00000156940	REACT_15295
OTTHUMG00000156940	REACT_15526
OTTHUMG00000156940	REACT_15426
OTTHUMG00000156940	REACT_15370
OTTHUMG00000156940	REACT_13477
OTTHUMG00000156940	REACT_13685
OTTHUMG00000156940	REACT_622
OTTHUMG00000156940	REACT_1505
OTTHUMG00000156940	REACT_15333
OTTHUMG00000156940	REACT_15457
OTTHUMG00000156940	REACT_14797
OTTHUMG00000156940	REACT_15380
OTTHUMG00000156940	REACT_19184
OTTHUMG00000156940	REACT_20653
OTTHUMG00000156940	REACT_20524
OTTHUMG00000156940	REACT_18339
OTTHUMG00000156940	REACT_19231
OTTHUMG00000156940	REACT_18325
OTTHUMG00000156940	REACT_25199
OTTHUMG00000156940	REACT_25031
OTTHUMG00000156940	REACT_25330
OTTHUMG00000156940	REACT_25282
OTTHUMG00000156764	REACT_13
OTTHUMG00000156764	REACT_13796
OTTHUMG00000156764	REACT_15518
OTTHUMG00000156764	REACT_19419
OTTHUMG00000156764	REACT_19397
OTTHUMG00000156764	REACT_19118
OTTHUMG00000156808	REACT_15295
OTTHUMG00000156808	REACT_15526
OTTHUMG00000156808	REACT_15426
OTTHUMG00000156808	REACT_15457
OTTHUMG00000156808	REACT_14797
OTTHUMG00000156808	REACT_19184
OTTHUMG00000156808	REACT_19231
OTTHUMG00000158267	REACT_6900
OTTHUMG00000158267	REACT_25359
OTTHUMG00000158267	REACT_25271
OTTHUMG00000158151	REACT_17015
OTTHUMG00000158151	REACT_22433
OTTHUMG00000158151	REACT_22426
OTTHUMG00000158151	REACT_22423
OTTHUMG00000158151	REACT_22387
OTTHUMG00000158151	REACT_22161
OTTHUMG00000156838	REACT_20
OTTHUMG00000156838	REACT_798
OTTHUMG00000156838	REACT_604
OTTHUMG00000156838	REACT_622
OTTHUMG00000156838	REACT_1695
OTTHUMG00000156838	REACT_11061
OTTHUMG00000156838	REACT_12056
OTTHUMG00000156838	REACT_13815
OTTHUMG00000156838	REACT_13620
OTTHUMG00000156838	REACT_13776
OTTHUMG00000156838	REACT_11044
OTTHUMG00000156838	REACT_11051
OTTHUMG00000156838	REACT_12464
OTTHUMG00000156838	REACT_13779
OTTHUMG00000156838	REACT_14797
OTTHUMG00000156838	REACT_19271
OTTHUMG00000156838	REACT_19184
OTTHUMG00000156838	REACT_19290
OTTHUMG00000156838	REACT_19388
OTTHUMG00000156838	REACT_19259
OTTHUMG00000156838	REACT_18407
OTTHUMG00000156838	REACT_19266
OTTHUMG00000156838	REACT_19277
OTTHUMG00000156838	REACT_18266
OTTHUMG00000156837	REACT_1698
OTTHUMG00000156837	REACT_522
OTTHUMG00000156837	REACT_2086
OTTHUMG00000156807	REACT_13552
OTTHUMG00000156774	REACT_71
OTTHUMG00000156774	REACT_15306
OTTHUMG00000156774	REACT_15482
OTTHUMG00000156774	REACT_15302
OTTHUMG00000156771	REACT_1698
OTTHUMG00000156771	REACT_1776
OTTHUMG00000156771	REACT_522
OTTHUMG00000133538	REACT_11163
OTTHUMG00000133538	REACT_11082
OTTHUMG00000133538	REACT_22279
OTTHUMG00000133538	REACT_22258
OTTHUMG00000133540	REACT_604
OTTHUMG00000133540	REACT_15295
OTTHUMG00000133540	REACT_15497
OTTHUMG00000133540	REACT_9000
OTTHUMG00000133540	REACT_15307
OTTHUMG00000133540	REACT_9053
OTTHUMG00000133540	REACT_15526
OTTHUMG00000133540	REACT_15426
OTTHUMG00000133540	REACT_1665
OTTHUMG00000133540	REACT_15530
OTTHUMG00000133540	REACT_1505
OTTHUMG00000133540	REACT_1946
OTTHUMG00000133540	REACT_11061
OTTHUMG00000133540	REACT_12079
OTTHUMG00000133540	REACT_15334
OTTHUMG00000133540	REACT_12056
OTTHUMG00000133540	REACT_15380
OTTHUMG00000133540	REACT_18274
OTTHUMG00000133540	REACT_15518
OTTHUMG00000133540	REACT_18325
OTTHUMG00000133540	REACT_24023
OTTHUMG00000133540	REACT_23887
OTTHUMG00000133540	REACT_24970
OTTHUMG00000133543	REACT_6900
OTTHUMG00000133543	REACT_25162
OTTHUMG00000133543	REACT_25229
OTTHUMG00000156646	REACT_15518
OTTHUMG00000156646	REACT_19397
OTTHUMG00000156646	REACT_19118
OTTHUMG00000156646	REACT_19357
OTTHUMG00000133539	REACT_6305
OTTHUMG00000133539	REACT_22393
OTTHUMG00000133528	REACT_1383
OTTHUMG00000133528	REACT_723
OTTHUMG00000133528	REACT_474
OTTHUMG00000133527	REACT_14797
OTTHUMG00000133527	REACT_19271
OTTHUMG00000133527	REACT_19184
OTTHUMG00000133527	REACT_19259
OTTHUMG00000133527	REACT_18407
OTTHUMG00000133527	REACT_19266
OTTHUMG00000133527	REACT_19277
OTTHUMG00000133527	REACT_18266
OTTHUMG00000133535	REACT_1574
OTTHUMG00000133535	REACT_683
OTTHUMG00000133535	REACT_1783
OTTHUMG00000133535	REACT_899
OTTHUMG00000133535	REACT_1857
OTTHUMG00000133535	REACT_2203
OTTHUMG00000133535	REACT_152
OTTHUMG00000133535	REACT_828
OTTHUMG00000133535	REACT_1614
OTTHUMG00000133535	REACT_2160
OTTHUMG00000133535	REACT_1208
OTTHUMG00000133535	REACT_2254
OTTHUMG00000133535	REACT_1538
OTTHUMG00000133535	REACT_9029
OTTHUMG00000133535	REACT_1321
OTTHUMG00000133535	REACT_471
OTTHUMG00000133535	REACT_2101
OTTHUMG00000133535	REACT_6769
OTTHUMG00000133535	REACT_21391
OTTHUMG00000133535	REACT_21267
OTTHUMG00000133512	REACT_604
OTTHUMG00000133512	REACT_25201
OTTHUMG00000133512	REACT_24970
OTTHUMG00000133515	REACT_14797
OTTHUMG00000133515	REACT_18372
OTTHUMG00000133515	REACT_19184
OTTHUMG00000133515	REACT_19327
OTTHUMG00000133515	REACT_21340
OTTHUMG00000133516	REACT_16969
OTTHUMG00000133516	REACT_17044
OTTHUMG00000156466	REACT_14797
OTTHUMG00000156466	REACT_14828
OTTHUMG00000156466	REACT_14819
OTTHUMG00000156466	REACT_15344
OTTHUMG00000156466	REACT_19184
OTTHUMG00000156466	REACT_19231
OTTHUMG00000156466	REACT_21340
OTTHUMG00000133451	REACT_14797
OTTHUMG00000133451	REACT_14828
OTTHUMG00000133451	REACT_14819
OTTHUMG00000133451	REACT_15344
OTTHUMG00000133451	REACT_19184
OTTHUMG00000133451	REACT_19231
OTTHUMG00000133451	REACT_21340
OTTHUMG00000133484	REACT_14797
OTTHUMG00000133484	REACT_14828
OTTHUMG00000133484	REACT_14819
OTTHUMG00000133484	REACT_15344
OTTHUMG00000133484	REACT_19184
OTTHUMG00000133484	REACT_19231
OTTHUMG00000133484	REACT_21340
OTTHUMG00000133449	REACT_14797
OTTHUMG00000133449	REACT_14828
OTTHUMG00000133449	REACT_14819
OTTHUMG00000133449	REACT_15344
OTTHUMG00000133449	REACT_19184
OTTHUMG00000133449	REACT_18283
OTTHUMG00000133449	REACT_21340
OTTHUMG00000133448	REACT_14797
OTTHUMG00000133448	REACT_14828
OTTHUMG00000133448	REACT_14819
OTTHUMG00000133448	REACT_15344
OTTHUMG00000133448	REACT_19184
OTTHUMG00000133448	REACT_19231
OTTHUMG00000133448	REACT_21340
OTTHUMG00000133450	REACT_14797
OTTHUMG00000133450	REACT_14828
OTTHUMG00000133450	REACT_14819
OTTHUMG00000133450	REACT_15344
OTTHUMG00000133450	REACT_19184
OTTHUMG00000133450	REACT_19231
OTTHUMG00000133450	REACT_21340
OTTHUMG00000133446	REACT_13
OTTHUMG00000133446	REACT_13796
OTTHUMG00000133446	REACT_15518
OTTHUMG00000133446	REACT_19305
OTTHUMG00000133446	REACT_19419
OTTHUMG00000133446	REACT_19397
OTTHUMG00000133446	REACT_19118
OTTHUMG00000133446	REACT_20679
OTTHUMG00000133446	REACT_20506
OTTHUMG00000133177	REACT_71
OTTHUMG00000133177	REACT_15482
OTTHUMG00000133177	REACT_15302
OTTHUMG00000133095	REACT_20639
OTTHUMG00000133095	REACT_20619
OTTHUMG00000133095	REACT_20605
OTTHUMG00000133095	REACT_24915
OTTHUMG00000133095	REACT_25064
OTTHUMG00000133095	REACT_24994
OTTHUMG00000133095	REACT_25042
OTTHUMG00000133095	REACT_21257
OTTHUMG00000156307	REACT_604
OTTHUMG00000156307	REACT_25201
OTTHUMG00000156307	REACT_24970
OTTHUMG00000133039	REACT_602
OTTHUMG00000133039	REACT_494
OTTHUMG00000133039	REACT_22258
OTTHUMG00000133047	REACT_11054
OTTHUMG00000133047	REACT_11041
OTTHUMG00000133047	REACT_11053
OTTHUMG00000133047	REACT_11048
OTTHUMG00000133047	REACT_11040
OTTHUMG00000133047	REACT_13433
OTTHUMG00000133047	REACT_13567
OTTHUMG00000133047	REACT_13705
OTTHUMG00000133047	REACT_13812
OTTHUMG00000133047	REACT_13438
OTTHUMG00000133047	REACT_22258
OTTHUMG00000133040	REACT_14797
OTTHUMG00000133040	REACT_14828
OTTHUMG00000133040	REACT_14819
OTTHUMG00000133040	REACT_15344
OTTHUMG00000133040	REACT_21340
OTTHUMG00000131792	REACT_14797
OTTHUMG00000131792	REACT_18372
OTTHUMG00000131792	REACT_19184
OTTHUMG00000131792	REACT_19327
OTTHUMG00000131792	REACT_18377
OTTHUMG00000131792	REACT_21340
OTTHUMG00000131796	REACT_14797
OTTHUMG00000131796	REACT_14828
OTTHUMG00000131796	REACT_14819
OTTHUMG00000131796	REACT_19184
OTTHUMG00000131796	REACT_18283
OTTHUMG00000131796	REACT_21340
OTTHUMG00000131393	REACT_995
OTTHUMG00000131393	REACT_578
OTTHUMG00000131393	REACT_107
OTTHUMG00000131393	REACT_11063
OTTHUMG00000131393	REACT_11045
OTTHUMG00000131393	REACT_11065
OTTHUMG00000131393	REACT_13579
OTTHUMG00000131393	REACT_21402
OTTHUMG00000131393	REACT_19195
OTTHUMG00000131393	REACT_19331
OTTHUMG00000131393	REACT_20676
OTTHUMG00000131393	REACT_21303
OTTHUMG00000156046	REACT_2159
OTTHUMG00000156046	REACT_1797
OTTHUMG00000156046	REACT_2085
OTTHUMG00000156046	REACT_2099
OTTHUMG00000156046	REACT_1986
OTTHUMG00000156046	REACT_1014
OTTHUMG00000156046	REACT_71
OTTHUMG00000156046	REACT_79
OTTHUMG00000156046	REACT_1477
OTTHUMG00000156046	REACT_1404
OTTHUMG00000156046	REACT_1762
OTTHUMG00000156046	REACT_6167
OTTHUMG00000156046	REACT_6145
OTTHUMG00000156046	REACT_6152
OTTHUMG00000156046	REACT_13698
OTTHUMG00000156046	REACT_9491
OTTHUMG00000156046	REACT_13819
OTTHUMG00000156046	REACT_15550
OTTHUMG00000156046	REACT_15380
OTTHUMG00000156046	REACT_17015
OTTHUMG00000131290	REACT_14797
OTTHUMG00000131290	REACT_14828
OTTHUMG00000131290	REACT_14819
OTTHUMG00000131290	REACT_15344
OTTHUMG00000131290	REACT_19184
OTTHUMG00000131290	REACT_19231
OTTHUMG00000131290	REACT_21340
OTTHUMG00000156249	REACT_14797
OTTHUMG00000156249	REACT_14828
OTTHUMG00000156249	REACT_14819
OTTHUMG00000156249	REACT_15344
OTTHUMG00000156249	REACT_21340
OTTHUMG00000131292	REACT_765
OTTHUMG00000131292	REACT_910
OTTHUMG00000131292	REACT_152
OTTHUMG00000131292	REACT_383
OTTHUMG00000131292	REACT_1100
OTTHUMG00000131292	REACT_21300
OTTHUMG00000131291	REACT_12034
OTTHUMG00000131083	REACT_6894
OTTHUMG00000131083	REACT_6890
OTTHUMG00000131083	REACT_6788
OTTHUMG00000131083	REACT_11061
OTTHUMG00000131083	REACT_9047
OTTHUMG00000131083	REACT_8005
OTTHUMG00000131083	REACT_9020
OTTHUMG00000131083	REACT_8006
OTTHUMG00000131083	REACT_6802
OTTHUMG00000131083	REACT_6900
OTTHUMG00000131083	REACT_6966
OTTHUMG00000131083	REACT_7980
OTTHUMG00000131083	REACT_13537
OTTHUMG00000131083	REACT_13776
OTTHUMG00000131083	REACT_13415
OTTHUMG00000131083	REACT_22442
OTTHUMG00000131083	REACT_22232
OTTHUMG00000131083	REACT_25120
OTTHUMG00000131083	REACT_25024
OTTHUMG00000131083	REACT_25222
OTTHUMG00000131087	REACT_17062
OTTHUMG00000131087	REACT_16957
OTTHUMG00000131087	REACT_22258
OTTHUMG00000130815	REACT_13552
OTTHUMG00000130815	REACT_22205
OTTHUMG00000130815	REACT_18266
OTTHUMG00000130815	REACT_22272
OTTHUMG00000156489	REACT_682
OTTHUMG00000156489	REACT_910
OTTHUMG00000156489	REACT_152
OTTHUMG00000156489	REACT_383
OTTHUMG00000156489	REACT_19351
OTTHUMG00000156489	REACT_18266
OTTHUMG00000156489	REACT_19230
OTTHUMG00000156489	REACT_21300
OTTHUMG00000156489	
OTTHUMG00000130752	REACT_14797
OTTHUMG00000130752	REACT_14828
OTTHUMG00000130752	REACT_14819
OTTHUMG00000130752	REACT_15344
OTTHUMG00000130752	REACT_19184
OTTHUMG00000130752	REACT_19231
OTTHUMG00000130752	REACT_21340
OTTHUMG00000130748	REACT_20639
OTTHUMG00000130748	REACT_20514
OTTHUMG00000130748	REACT_20605
OTTHUMG00000130748	REACT_21257
OTTHUMG00000130569	REACT_6844
OTTHUMG00000155679	REACT_15518
OTTHUMG00000155679	REACT_19298
